DR3source_id,H550mag,H750mag,H880mag,Hpanmag,S420mag,S550mag,S740mag,S920mag,Spanmag
2560771312759450496,  10.7762,   9.1887,   8.7903,   9.9389,  12.8696,  10.7831,   9.1375,   8.7623,   9.6642
3277270538903180160,  10.7223,   9.7193,   9.4943,  10.2911,  12.6539,  10.7212,   9.7217,   9.4259,   9.9443
3089711447388931584,  10.0026,   8.3880,   7.9709,   9.1372,  12.0851,  10.0117,   8.3526,   7.8483,   8.8597
3943234217765374336,  12.3534,  10.7821,  10.4075,  11.5212,  14.4814,  12.3576,  10.7487,  10.3189,  11.2292
1472718211053416320,  10.4851,   8.9870,   8.6084,   9.7113,  12.5492,  10.4838,   8.9516,   8.5010,   9.4171
1503625448550796032,  10.1221,   8.7216,   8.3572,   9.4175,  12.0618,  10.1327,   8.6911,   8.2749,   9.1225
1428427236986209024,  10.0391,   8.4029,   7.9846,   9.1404,  12.2563,  10.0422,   8.3708,   7.8644,   8.8534
4519789321942643072,  10.6628,   9.0916,   8.6627,   9.8164,  12.9263,  10.6726,   9.0582,   8.5638,   9.5325
4519789081415296128,  10.6613,   9.0827,   8.6407,   9.8079,  12.9358,  10.6715,   9.0510,   8.5617,   9.5308
4227837442496206592,  15.0944,  15.1495,  15.1692,  15.1408,  15.1588,  15.0933,  15.1480,  15.1685,  15.1295
4659680529922228096,  10.3532,  10.3084,  10.3407,  10.3876,  10.6641,  10.3508,  10.3057,  10.3672,  10.3072
4755812790042069888,  11.4091,  11.1874,  11.2159,  11.3971,  12.0160,  11.4086,  11.1867,  11.2420,  11.2282
5476400477145058816,  10.8194,  10.9846,  11.1103,  10.9142,  10.8980,  10.8167,  10.9777,  11.1535,  10.9351
5284204302730217984,  11.8958,  11.6862,  11.6474,  11.8747,  12.4519,  11.8934,  11.6838,  11.6511,  11.7213
5006921282807193856,  10.4282,   9.2487,   8.9566,   9.8745,  12.4095,  10.4296,   9.2455,   8.8801,   9.5384
3348071528591318272,  13.6588,  13.3319,  13.2641,  13.5957,  14.4055,  13.6591,  13.3338,  13.2628,  13.3939
5020116556211470848,  14.0230,  12.1066,  11.6027,  12.9021,  16.2758,  14.0512,  12.0304,  11.4406,  12.6793
